typeID,attributeID,valueInt,valueFloat
4361,274,,0.5
4361,273,,0.75
4361,272,,1.0
4361,271,,1.0
4361,680,,30000.0
4361,677,,5000.0
4361,556,,5000.0
4361,525,,1.0
4361,524,,0.75
4361,484,,0.75
4361,872,,1.0
4361,792,,50.0
4361,770,,-75.0
4361,755,,-25.0
4361,722,,3600000.0
4361,711,,100000.0
4361,1214,,15000.0
4361,1031,,3.0
4361,977,,0.01
4361,976,,0.01
4361,975,,0.01
4361,974,,0.01
4361,676,,5000.0
4361,211,,600.0
4361,210,,600.0
4361,209,,600.0
4361,208,,600.0
4361,1233,,50000.0
4361,552,,6000.0
16223,872,,1.0
16223,677,600000,
16223,30,50,
16223,50,200,
16223,156,,0.75
16223,525,,1.0
16223,556,30000,
16223,676,600000,
16223,9,1000,
16286,2244,,1.0
16286,76,,500000.0
16286,650,,65000.0
16286,136,,1.0
16286,556,,5000.0
16286,1031,,3.0
16286,48,,100000.0
16286,208,,600.0
16286,209,,600.0
16286,210,,600.0
16286,211,,600.0
16286,524,,0.75
16286,9,,800000.0
16286,676,,5000.0
16286,677,,5000.0
16286,552,,6000.0
16286,872,,1.0
16286,1214,,15000.0
16286,1233,,50000.0
16286,711,100000,
16286,722,3600000,
16286,974,,0.01
16286,975,,0.01
16286,976,,0.01
16286,977,,0.01
16286,274,,1.0
16286,473,250000,
16286,479,,60000000.0
16286,484,,0.75
16286,525,,1.0
16286,680,30000,
16286,154,250000,
16286,263,,50000.0
16286,265,1000000,
16286,271,,1.0
16286,272,,1.0
16286,273,,1.0
16286,11,20000000,
17182,9,100000,
17182,30,25000,
17182,50,25,
17182,73,,10000.0
17182,2244,,1.0
17182,552,,8000.0
17182,76,,500000.0
17182,676,,5000.0
17182,556,,5000.0
17182,677,,120000.0
17182,208,,200.0
17182,209,,200.0
17182,210,,200.0
17182,211,,200.0
17182,564,,30.0
17182,691,30000,
17182,872,1,
17182,1165,5000,
17182,1167,1,
17182,479,,10000000.0
17182,484,,0.75
17182,504,,1.0
17182,505,,10000.0
17182,524,,0.75
17182,525,,1.0
17182,265,1500000,
17182,277,1,
17182,416,75000,
17182,466,,0.5
17182,475,7500,
17182,476,30000,
17182,136,,1.0
17182,154,100000,
17182,156,,0.001
17182,182,11584,
17182,192,1,
17182,263,,100000.0
17182,103,75000,
17182,105,6,
17182,109,,1.0
17182,110,,1.0
17182,111,,1.0
17182,113,,1.0
17185,2244,,1.0
17185,556,,5000.0
17185,676,,5000.0
17185,677,,120000.0
17185,552,,2000.0
17185,872,,1.0
17185,208,,200.0
17185,209,,200.0
17185,210,,200.0
17185,211,,200.0
17185,524,,0.75
17185,525,,1.0
17185,182,11584,
17185,263,,20000.0
17185,265,20000,
17185,277,2,
17185,479,,800000.0
17185,484,,0.75
17185,50,250,
17185,130,,1.0
17185,131,,1.0
17185,132,,0.75
17185,133,,1.0
17185,136,,1.0
17185,9,10000,
17185,30,150000,
20176,2244,,1.0
20176,552,,2000.0
20176,872,,1.0
20176,208,,200.0
20176,209,,200.0
20176,210,,200.0
20176,211,,200.0
20176,677,180000,
20176,842,436,
20176,1032,,0.4
20176,479,,800000.0
20176,484,,0.75
20176,524,,0.75
20176,525,,1.0
20176,556,600000,
20176,676,1200000,
20176,50,1250,
20176,136,,1.0
20176,182,11584,
20176,263,,20000.0
20176,265,20000,
20176,277,2,
20176,9,10000,
20176,30,250000,
24567,2244,,1.0
24567,677,,3000.0
24567,556,,5000.0
24567,676,,5000.0
24567,208,,200.0
24567,209,,200.0
24567,210,,200.0
24567,211,,200.0
24567,182,,11584.0
24567,263,,5000.0
24567,479,,200000.0
24567,484,,0.75
24567,552,,2000.0
24567,872,,1.0
24567,265,,2000.0
24567,9,,10000.0
24567,715,,3000.0
24567,277,,1.0
24567,30,100000,
24567,50,500,
24567,525,,1.0
24567,998,1,
24653,2244,,1.0
24653,676,,5000.0
24653,677,,3000.0
24653,556,,5000.0
24653,209,,200.0
24653,210,,200.0
24653,211,,200.0
24653,552,,2000.0
24653,872,,1.0
24653,208,,200.0
24653,998,1,
24653,479,,800000.0
24653,484,,0.75
24653,524,,0.75
24653,525,,1.0
24653,715,3000,
24653,716,1,
24653,50,250,
24653,136,,1.0
24653,182,11584,
24653,263,,20000.0
24653,265,20000,
24653,277,1,
24653,9,10000,
24653,30,100000,
24656,2244,,1.0
24656,1032,,0.4
24656,676,,5000.0
24656,677,,3000.0
24656,556,,5000.0
24656,552,,2000.0
24656,872,,1.0
24656,208,,200.0
24656,209,,200.0
24656,210,,200.0
24656,211,,200.0
24656,998,1,
24656,479,,800000.0
24656,484,,0.75
24656,524,,0.75
24656,525,,1.0
24656,715,3000,
24656,716,1,
24656,50,1000,
24656,136,,1.0
24656,182,11584,
24656,263,,20000.0
24656,265,20000,
24656,277,1,
24656,9,10000,
24656,30,300000,
25280,2244,,1.0
25280,677,,3000.0
25280,676,,5000.0
25280,556,,5000.0
25280,872,,1.0
25280,210,,200.0
25280,208,,200.0
25280,209,,200.0
25280,211,,200.0
25280,552,,2000.0
25280,525,,1.0
25280,629,712,
25280,136,,1.0
25280,263,,10000.0
25280,265,15000,
25280,479,,200000.0
25280,484,,0.75
25280,524,,0.75
25280,9,10000,
25280,30,50000,
25280,50,250,
25821,2244,,1.0
25821,1846,,1042.0
25821,677,,3000.0
25821,676,,5000.0
25821,556,,5000.0
25821,210,,200.0
25821,208,,200.0
25821,209,,200.0
25821,211,,200.0
25821,552,,2000.0
25821,872,,1.0
25821,484,,0.75
25821,524,,0.75
25821,525,,1.0
25821,629,280,
25821,30,50000,
25821,50,250,
25821,136,,1.0
25821,263,,10000.0
25821,265,15000,
25821,479,,200000.0
25821,9,10000,
27544,2244,,1.0
27544,76,,500000.0
27544,552,,18000.0
27544,56,,1.0
27544,676,,5000.0
27544,556,,5000.0
27544,245,,20450.0
27544,1768,,11351.0
27544,210,,200.0
27544,211,,200.0
27544,1692,,4.0
27544,208,,200.0
27544,209,,200.0
27544,677,,120000.0
27544,872,1,
27544,1165,5000,
27544,1167,1,
27544,525,,1.0
27544,564,,42.0
27544,604,85,
27544,620,,400.0
27544,691,60000,
27544,771,,10000.0
27544,466,,0.5
27544,475,7500,
27544,476,30000,
27544,479,,10000000.0
27544,484,,0.75
27544,524,,0.75
27544,182,11584,
27544,192,1,
27544,263,,200000.0
27544,265,3000000,
27544,277,1,
27544,416,21000,
27544,128,4,
27544,136,,1.0
27544,154,90000,
27544,156,,0.001
27544,158,,35000.0
27544,160,,0.009278571
27544,54,21000,
27544,64,,80.0
27544,109,,1.0
27544,110,,1.0
27544,111,,1.0
27544,113,,1.0
27544,9,100000,
27544,30,180000,
27544,50,0,
27544,51,11810,
27547,552,,18000.0
27547,2244,,1.0
27547,76,,500000.0
27547,56,,1.0
27547,676,,5000.0
27547,556,,5000.0
27547,1692,,4.0
27547,245,,20448.0
27547,1768,,11351.0
27547,208,,200.0
27547,209,,200.0
27547,210,,200.0
27547,211,,200.0
27547,677,,120000.0
27547,691,60000,
27547,771,,10000.0
27547,872,1,
27547,1165,5000,
27547,1167,1,
27547,484,,0.75
27547,524,,0.75
27547,525,,1.0
27547,564,,42.0
27547,604,85,
27547,620,,400.0
27547,277,1,
27547,416,249000,
27547,466,,0.5
27547,475,7500,
27547,476,30000,
27547,479,,10000000.0
27547,158,,150000.0
27547,160,,0.00154
27547,182,11584,
27547,192,1,
27547,263,,200000.0
27547,265,3000000,
27547,111,,1.0
27547,113,,1.0
27547,128,4,
27547,136,,1.0
27547,154,330000,
27547,156,,0.001
27547,50,0,
27547,51,14350,
27547,54,300000,
27547,64,,48.0
27547,109,,1.0
27547,110,,1.0
27547,9,100000,
27547,30,288000,
27550,552,,18000.0
27550,2244,,1.0
27550,76,,500000.0
27550,1768,,11320.0
27550,245,,20444.0
27550,676,,5000.0
27550,556,,5000.0
27550,1692,,4.0
27550,208,,200.0
27550,209,,200.0
27550,210,,200.0
27550,211,,200.0
27550,677,,120000.0
27550,1167,1,
27550,620,,400.0
27550,691,60000,
27550,771,,5.0
27550,786,1,
27550,872,1,
27550,1165,5000,
27550,479,,10000000.0
27550,484,,0.75
27550,524,,0.75
27550,525,,1.0
27550,564,,42.0
27550,604,86,
27550,265,3000000,
27550,277,1,
27550,416,106500,
27550,466,,0.5
27550,475,7500,
27550,476,30000,
27550,156,,0.001
27550,158,,28000.0
27550,160,,0.004753521
27550,182,11584,
27550,192,1,
27550,263,,200000.0
27550,110,,1.0
27550,111,,1.0
27550,113,,1.0
27550,128,4,
27550,136,,1.0
27550,154,90000,
27550,30,252000,
27550,50,0,
27550,51,11810,
27550,54,106500,
27550,64,,67.0
27550,109,,1.0
27550,9,100000,
27567,552,,8000.0
27567,2244,,1.0
27567,76,,500000.0
27567,676,,5000.0
27567,677,,120000.0
27567,556,,5000.0
27567,208,,200.0
27567,209,,200.0
27567,210,,200.0
27567,211,,200.0
27567,1692,,4.0
27567,1165,5000,
27567,1167,1,
27567,505,,11000.0
27567,524,,0.75
27567,525,,1.0
27567,564,,33.0
27567,691,30000,
27567,872,1,
27567,466,,0.5
27567,475,7500,
27567,476,30000,
27567,479,,10000000.0
27567,484,,0.75
27567,504,,1.0
27567,182,11584,
27567,192,1,
27567,263,,150000.0
27567,265,2250000,
27567,277,1,
27567,416,75000,
27567,110,,1.0
27567,111,,1.0
27567,113,,1.0
27567,136,,1.0
27567,154,100000,
27567,156,,0.001
27567,30,25000,
27567,50,25,
27567,73,,10000.0
27567,103,82500,
27567,105,6,
27567,109,,1.0
27567,9,100000,
27570,2044,,0.0
27570,2138,,2115.0
27570,552,,8000.0
27570,2244,,1.0
27570,76,,500000.0
27570,676,,5000.0
27570,677,,120000.0
27570,556,,5000.0
27570,208,,200.0
27570,209,,200.0
27570,210,,200.0
27570,211,,200.0
27570,1692,,4.0
27570,525,,1.0
27570,564,,33.0
27570,691,30000,
27570,872,1,
27570,1165,5000,
27570,1167,1,
27570,466,,0.5
27570,475,7500,
27570,476,30000,
27570,479,,10000000.0
27570,484,,0.75
27570,524,,0.75
27570,182,11584,
27570,192,1,
27570,263,,150000.0
27570,265,2250000,
27570,277,1,
27570,416,250000,
27570,110,,1.0
27570,111,,1.0
27570,113,,1.0
27570,136,,1.0
27570,154,300000,
27570,156,,0.001
27570,20,,-82.5
27570,30,45000,
27570,50,25,
27570,54,150000,
27570,73,,10000.0
27570,109,,1.0
27570,9,100000,
27607,2244,,1.0
27607,76,,500000.0
27607,552,,16000.0
27607,650,,60000.0
27607,872,,1.0
27607,208,,400.0
27607,209,,400.0
27607,210,,400.0
27607,211,,400.0
27607,1692,,4.0
27607,676,,1620000.0
27607,1233,,25000.0
27607,974,,0.01
27607,975,,0.01
27607,976,,0.01
27607,977,,0.01
27607,1031,2,
27607,1214,,15000.0
27607,680,21215,
27607,711,100000,
27607,722,3600000,
27607,752,,50.0
27607,753,,50.0
27607,754,,-25.0
27607,479,,200000000.0
27607,484,,0.75
27607,524,,0.75
27607,525,,1.0
27607,556,810000,
27607,677,810000,
27607,266,0,
27607,271,,0.5
27607,272,,1.0
27607,273,,1.0
27607,274,,0.75
27607,473,250000,
27607,48,3000,
27607,136,,1.0
27607,154,250000,
27607,263,,24750000.0
27607,264,,0.0
27607,265,3300000,
27607,9,3000000,
27607,11,2187500,
27610,9,1500000,
27610,650,,55000.0
27610,76,,500000.0
27610,552,,8000.0
27610,2244,,1.0
27610,208,,200.0
27610,209,,200.0
27610,210,,200.0
27610,211,,200.0
27610,1692,,4.0
27610,676,,810000.0
27610,872,,1.0
27610,1214,,15000.0
27610,1233,,12500.0
27610,754,,-25.0
27610,974,,0.01
27610,975,,0.01
27610,976,,0.01
27610,977,,0.01
27610,1031,1,
27610,677,405000,
27610,680,15000,
27610,711,100000,
27610,722,3600000,
27610,752,,50.0
27610,753,,50.0
27610,473,250000,
27610,479,,200000000.0
27610,484,,0.75
27610,524,,0.75
27610,525,,1.0
27610,556,405000,
27610,265,1650000,
27610,266,0,
27610,271,,0.5
27610,272,,1.0
27610,273,,1.0
27610,274,,0.75
27610,11,1093750,
27610,48,1500,
27610,136,,1.0
27610,154,250000,
27610,263,,12375000.0
27610,264,,0.0
27613,552,,12000.0
27613,2244,,1.0
27613,76,,500000.0
27613,56,,1.0
27613,677,,120000.0
27613,556,,5000.0
27613,245,,569.0
27613,1768,,11351.0
27613,676,,5000.0
27613,209,,200.0
27613,210,,200.0
27613,211,,200.0
27613,1692,,4.0
27613,208,,200.0
27613,691,60000,
27613,771,,10000.0
27613,872,1,
27613,1165,5000,
27613,1167,1,
27613,484,,0.75
27613,524,,0.75
27613,525,,1.0
27613,564,,82.0
27613,604,85,
27613,620,,125.0
27613,277,1,
27613,416,16000,
27613,466,,0.5
27613,475,7500,
27613,476,30000,
27613,479,,5000000.0
27613,158,,26000.0
27613,160,,0.0487125
27613,182,11584,
27613,192,1,
27613,263,,75000.0
27613,265,1125000,
27613,111,,1.0
27613,113,,1.0
27613,128,3,
27613,136,,1.0
27613,154,90000,
27613,156,,0.001
27613,50,0,
27613,51,7880,
27613,54,16000,
27613,64,,48.0
27613,109,,1.0
27613,110,,1.0
27613,9,100000,
27613,30,101250,
27627,76,,500000.0
27627,552,,12000.0
27627,2244,,1.0
27627,556,,5000.0
27627,1768,,11320.0
27627,245,,459.0
27627,676,,5000.0
27627,1692,,4.0
27627,677,,120000.0
27627,208,,200.0
27627,209,,200.0
27627,210,,200.0
27627,211,,200.0
27627,691,60000,
27627,771,,5.0
27627,786,1,
27627,872,1,
27627,1165,5000,
27627,1167,1,
27627,484,,0.75
27627,524,,0.75
27627,525,,1.0
27627,564,,90.0
27627,604,86,
27627,620,,125.0
27627,277,1,
27627,416,249000,
27627,466,,0.5
27627,475,7500,
27627,476,30000,
27627,479,,5000000.0
27627,158,,75000.0
27627,160,,0.004367201
27627,182,11584,
27627,192,1,
27627,263,,100000.0
27627,265,1500000,
27627,111,,1.0
27627,113,,1.0
27627,128,3,
27627,136,,1.0
27627,154,300000,
27627,156,,0.001
27627,50,0,
27627,51,9000,
27627,54,280500,
27627,64,,32.0
27627,109,,1.0
27627,110,,1.0
27627,9,100000,
27627,30,180000,
27630,76,,500000.0
27630,552,,12000.0
27630,2244,,1.0
27630,676,,5000.0
27630,556,,5000.0
27630,210,,200.0
27630,211,,200.0
27630,1692,,4.0
27630,1768,,11320.0
27630,245,,458.0
27630,208,,200.0
27630,209,,200.0
27630,677,,120000.0
27630,786,1,
27630,872,1,
27630,1165,5000,
27630,1167,1,
27630,525,,1.0
27630,564,,90.0
27630,604,86,
27630,620,,125.0
27630,691,60000,
27630,771,,5.0
27630,466,,0.5
27630,475,7500,
27630,476,30000,
27630,479,,5000000.0
27630,484,,0.75
27630,524,,0.75
27630,182,11584,
27630,192,1,
27630,263,,100000.0
27630,265,1500000,
27630,277,1,
27630,416,79500,
27630,128,3,
27630,136,,1.0
27630,154,90000,
27630,156,,0.001
27630,158,,21000.0
27630,160,,0.025471698
27630,54,79500,
27630,64,,44.0
27630,109,,1.0
27630,110,,1.0
27630,111,,1.0
27630,113,,1.0
27630,9,100000,
27630,30,126000,
27630,50,0,
27630,51,7880,
27633,2244,,1.0
27633,552,,6000.0
27633,76,,500000.0
27633,211,,200.0
27633,1692,,4.0
27633,1768,,11320.0
27633,245,,454.0
27633,676,,5000.0
27633,556,,5000.0
27633,1165,5000,
27633,1167,1,
27633,677,,120000.0
27633,208,,200.0
27633,209,,200.0
27633,210,,200.0
27633,604,86,
27633,620,,40.0
27633,691,60000,
27633,771,,5.0
27633,786,1,
27633,872,1,
27633,476,30000,
27633,479,,2500000.0
27633,484,,0.75
27633,524,,0.75
27633,525,,1.0
27633,564,,300.0
27633,263,,50000.0
27633,265,750000,
27633,277,1,
27633,416,187500,
27633,466,,0.5
27633,475,7500,
27633,154,300000,
27633,156,,0.001
27633,158,,50000.0
27633,160,,0.01056
27633,182,11584,
27633,192,1,
27633,109,,1.0
27633,110,,1.0
27633,111,,1.0
27633,113,,1.0
27633,128,2,
27633,136,,1.0
27633,9,100000,
27633,30,90000,
27633,50,0,
27633,51,6000,
27633,54,187500,
27633,64,,21.0
27647,552,,12000.0
27647,2244,,1.0
27647,76,,500000.0
27647,56,,1.0
27647,245,,489.0
27647,676,,5000.0
27647,677,,120000.0
27647,556,,5000.0
27647,1768,,11318.0
27647,211,,200.0
27647,1692,,4.0
27647,208,,200.0
27647,209,,200.0
27647,210,,200.0
27647,1167,1,
27647,604,83,
27647,620,,125.0
27647,691,60000,
27647,771,,10000.0
27647,872,1,
27647,1165,5000,
27647,476,30000,
27647,479,,5000000.0
27647,484,,0.75
27647,524,,0.75
27647,525,,1.0
27647,564,,82.0
27647,263,,75000.0
27647,265,1125000,
27647,277,1,
27647,416,15000,
27647,466,,0.5
27647,475,7500,
27647,154,90000,
27647,156,,0.001
27647,158,,63000.0
27647,160,,0.03456
27647,182,11584,
27647,192,1,
27647,109,,1.0
27647,110,,1.0
27647,111,,1.0
27647,113,,1.0
27647,128,3,
27647,136,,1.0
27647,9,100000,
27647,30,121500,
27647,50,0,
27647,51,7880,
27647,54,15000,
27647,64,,47.0
27650,552,,6000.0
27650,2244,,1.0
27650,76,,500000.0
27650,56,,1.0
27650,676,,5000.0
27650,677,,120000.0
27650,556,,5000.0
27650,1768,,11318.0
27650,245,,488.0
27650,208,,200.0
27650,209,,200.0
27650,210,,200.0
27650,211,,200.0
27650,1692,,4.0
27650,872,1,
27650,1165,5000,
27650,1167,1,
27650,525,,1.0
27650,564,,275.0
27650,604,83,
27650,620,,40.0
27650,691,60000,
27650,771,,10000.0
27650,466,,0.5
27650,475,7500,
27650,476,30000,
27650,479,,2500000.0
27650,484,,0.75
27650,524,,0.75
27650,182,11584,
27650,192,1,
27650,263,,37500.0
27650,265,562500,
27650,277,1,
27650,416,187500,
27650,128,2,
27650,136,,1.0
27650,154,330000,
27650,156,,0.001
27650,158,,168000.0
27650,160,,0.00704
27650,54,187500,
27650,64,,48.0
27650,109,,1.0
27650,110,,1.0
27650,111,,1.0
27650,113,,1.0
27650,9,100000,
27650,30,91125,
27650,50,0,
27650,51,15750,
27653,2244,,1.0
27653,76,,500000.0
27653,552,,6000.0
27653,56,,1.0
27653,1768,,11318.0
27653,676,,5000.0
27653,677,,120000.0
27653,556,,5000.0
27653,211,,200.0
27653,1692,,4.0
27653,245,,11163.0
27653,1167,1,
27653,208,,200.0
27653,209,,200.0
27653,210,,200.0
27653,604,83,
27653,620,,40.0
27653,691,60000,
27653,771,,10000.0
27653,872,1,
27653,1165,5000,
27653,476,30000,
27653,479,,2500000.0
27653,484,,0.75
27653,524,,0.75
27653,525,,1.0
27653,564,,275.0
27653,263,,37500.0
27653,265,562500,
27653,277,1,
27653,416,10500,
27653,466,,0.5
27653,475,7500,
27653,154,90000,
27653,156,,0.001
27653,158,,42000.0
27653,160,,0.040228571
27653,182,11584,
27653,192,1,
27653,109,,1.0
27653,110,,1.0
27653,111,,1.0
27653,113,,1.0
27653,128,2,
27653,136,,1.0
27653,9,100000,
27653,30,60750,
27653,50,0,
27653,51,5630,
27653,54,10500,
27653,64,,33.0
27673,552,,8000.0
27673,2244,,1.0
27673,1032,,0.0
27673,1165,,25000.0
27673,1253,,-5.0
27673,676,,10000.0
27673,556,,10000.0
27673,210,,200.0
27673,211,,200.0
27673,208,,200.0
27673,209,,200.0
27673,1595,,2008.0
27673,564,,0.0
27673,677,300000,
27673,872,1,
27673,1195,1,
27673,263,,1000000.0
27673,265,15000000,
27673,479,,100000000.0
27673,484,,0.75
27673,524,,0.75
27673,525,,1.0
27673,109,,1.0
27673,110,,1.0
27673,111,,1.0
27673,113,,1.0
27673,136,,1.0
27673,156,,0.001
27673,9,100000,
27673,30,375000,
27673,50,150,
27673,73,,10000.0
27773,2244,,1.0
27773,76,,500000.0
27773,552,,18000.0
27773,556,,5000.0
27773,1768,,11349.0
27773,245,,20444.0
27773,676,,5000.0
27773,1692,,4.0
27773,211,,200.0
27773,208,,200.0
27773,209,,200.0
27773,210,,200.0
27773,677,,120000.0
27773,771,,5.0
27773,786,1,
27773,872,1,
27773,1165,5000,
27773,1167,1,
27773,524,,0.75
27773,525,,1.0
27773,564,,42.0
27773,604,86,
27773,620,,400.0
27773,691,60000,
27773,416,106500,
27773,466,,0.5
27773,475,7500,
27773,476,30000,
27773,479,,10000000.0
27773,484,,0.75
27773,160,,0.004753521
27773,182,11584,
27773,192,1,
27773,263,,200000.0
27773,265,3000000,
27773,277,1,
27773,113,,1.0
27773,128,4,
27773,136,,1.0
27773,154,90000,
27773,156,,0.001
27773,158,,28000.0
27773,51,11810,
27773,54,106500,
27773,64,,67.0
27773,109,,1.0
27773,110,,1.0
27773,111,,1.0
27773,9,100000,
27773,30,252000,
27773,50,0,
27776,2244,,1.0
27776,76,,500000.0
27776,552,,6000.0
27776,676,,5000.0
27776,556,,5000.0
27776,1768,,11349.0
27776,245,,454.0
27776,1692,,4.0
27776,208,,200.0
27776,209,,200.0
27776,210,,200.0
27776,211,,200.0
27776,677,,120000.0
27776,1165,5000,
27776,1167,1,
27776,604,86,
27776,620,,40.0
27776,691,60000,
27776,771,,5.0
27776,786,1,
27776,872,1,
27776,476,30000,
27776,479,,2500000.0
27776,484,,0.75
27776,524,,0.75
27776,525,,1.0
27776,564,,300.0
27776,263,,50000.0
27776,265,750000,
27776,277,1,
27776,416,187500,
27776,466,,0.5
27776,475,7500,
27776,154,300000,
27776,156,,0.001
27776,158,,50000.0
27776,160,,0.01056
27776,182,11584,
27776,192,1,
27776,109,,1.0
27776,110,,1.0
27776,111,,1.0
27776,113,,1.0
27776,128,2,
27776,136,,1.0
27776,9,100000,
27776,30,90000,
27776,50,0,
27776,51,6000,
27776,54,187500,
27776,64,,21.0
27779,2138,,2112.0
27779,309,,-65.0
27779,566,,-65.0
27779,76,,500000.0
27779,552,,8000.0
27779,2244,,1.0
27779,2044,,150000.0
27779,556,,5000.0
27779,676,,5000.0
27779,1692,,4.0
27779,677,,120000.0
27779,208,,200.0
27779,209,,200.0
27779,210,,200.0
27779,211,,200.0
27779,872,1,
27779,1165,5000,
27779,1167,1,
27779,479,,10000000.0
27779,484,,0.75
27779,524,,0.75
27779,525,,1.0
27779,564,,20.0
27779,691,30000,
27779,265,3000000,
27779,277,1,
27779,416,300000,
27779,466,,0.5
27779,475,7500,
27779,476,30000,
27779,136,,1.0
27779,154,300000,
27779,156,,0.001
27779,182,11584,
27779,192,1,
27779,263,,200000.0
27779,54,150000,
27779,73,,10000.0
27779,109,,1.0
27779,110,,1.0
27779,111,,1.0
27779,113,,1.0
27779,9,100000,
27779,30,12500,
27779,50,25,
27856,552,,8000.0
27856,2244,,1.0
27856,2452,,0.0
27856,2451,,0.0
27856,76,,500000.0
27856,676,,5000.0
27856,556,,5000.0
27856,208,,200.0
27856,209,,200.0
27856,210,,200.0
27856,211,,200.0
27856,1692,,4.0
27856,677,,120000.0
27856,691,30000,
27856,872,1,
27856,1165,5000,
27856,1167,1,
27856,476,30000,
27856,479,,10000000.0
27856,484,,0.75
27856,524,,0.75
27856,525,,1.0
27856,564,,60.0
27856,263,,200000.0
27856,265,3000000,
27856,277,1,
27856,416,1,
27856,466,,0.5
27856,475,7500,
27856,113,,1.0
27856,136,,1.0
27856,154,300000,
27856,156,,0.001
27856,182,11584,
27856,192,1,
27856,73,,10000.0
27856,97,1200,
27856,98,250000,
27856,109,,1.0
27856,110,,1.0
27856,111,,1.0
27856,9,100000,
27856,30,350000,
27856,50,25,
28191,76,,500000.0
28191,209,,40.0
28191,210,,40.0
28191,211,,40.0
28191,208,,40.0
28191,677,300000,
28191,691,30000,
28191,872,1,
28191,1165,5000,
28191,1167,1,
28191,525,,1.0
28191,552,,400.0
28191,554,,50.0
28191,556,300000,
28191,564,,10.0
28191,676,60000,
28191,466,,0.5
28191,475,7500,
28191,476,30000,
28191,479,,10000000.0
28191,484,,0.75
28191,524,,0.75
28191,182,11584,
28191,192,1,
28191,263,,100000.0
28191,265,1500000,
28191,277,1,
28191,416,300000,
28191,111,,1.0
28191,113,,1.0
28191,136,,1.0
28191,154,300000,
28191,156,,0.001
28191,158,,150000.0
28191,30,12500,
28191,50,25,
28191,54,150000,
28191,73,,10000.0
28191,109,,1.0
28191,110,,1.0
28191,9,5000000,
28314,2244,,1.0
28314,677,,3000.0
28314,676,,5000.0
28314,556,,5000.0
28314,872,,1.0
28314,210,,200.0
28314,208,,200.0
28314,209,,200.0
28314,211,,200.0
28314,524,,0.75
28314,525,,1.0
28314,629,879,
28314,552,,2000.0
28314,50,250,
28314,136,,1.0
28314,263,,10000.0
28314,265,15000,
28314,479,,200000.0
28314,484,,0.75
28314,9,10000,
28314,30,50000,
28317,2244,,1.0
28317,677,,3000.0
28317,676,,5000.0
28317,556,,5000.0
28317,210,,200.0
28317,208,,200.0
28317,209,,200.0
28317,211,,200.0
28317,552,,2000.0
28317,872,,1.0
28317,629,880,
28317,263,,10000.0
28317,265,15000,
28317,479,,200000.0
28317,484,,0.75
28317,524,,0.75
28317,525,,1.0
28317,9,10000,
28317,30,50000,
28317,50,250,
28317,136,,1.0
1224,182,3386,
1224,790,12192,
1224,2699,,1.0
1224,2711,,1224.0
1224,2115,,0.0
1224,1940,,28424.0
1224,1941,,100.0
16266,2115,,0.0
16266,2711,,16266.0
16266,2699,,1.0
16266,1981,,1000.0
16266,1980,,160.0
16266,1940,,28439.0
16266,1941,,1.0
16266,182,16281,
16266,790,18025,
16269,2711,,16269.0
16269,2115,,0.0
16269,2699,,1.0
16269,1941,,1.0
16269,1981,,1000.0
16269,1980,,160.0
16269,1940,,28440.0
16269,182,16281,
16269,790,18025,
17471,182,3386,
17471,790,12195,
17471,2711,,1230.0
17471,2115,,0.0
17471,2699,,3.0
17471,1940,,28431.0
17471,1941,,100.0
17866,2711,,1229.0
17866,2115,,0.0
17866,1981,,400.0
17866,1980,,0.85
17866,2699,,3.0
17866,1940,,28399.0
17866,1941,,100.0
17866,182,3386,
17866,790,12184,
17869,2115,,0.0
17869,2699,,2.0
17869,2711,,11396.0
17869,1981,,600.0
17869,1980,,0.85
17869,1940,,28412.0
17869,1941,,100.0
17869,522,,0.05
17869,546,11546,
17869,790,12189,
17869,182,11395,
17975,2711,,16264.0
17975,2115,,0.0
17975,2699,,4.0
17975,1981,,1000.0
17975,1980,,160.0
17975,1940,,28443.0
17975,1941,,1.0
17975,790,18025,
17975,182,16281,
28397,2699,,1.0
28397,2711,,1229.0
28397,2115,,0.0
28397,182,3386,
28397,790,12184,
28400,2699,,3.0
28400,2711,,21.0
28400,2115,,0.0
28400,182,3386,
28400,790,12185,
28403,2699,,1.0
28403,2711,,1231.0
28403,2115,,0.0
28403,182,3386,
28403,790,12186,
28417,2115,,0.0
28417,2699,,2.0
28417,2711,,1227.0
28417,182,3386,
28417,790,12190,
28420,2699,,1.0
28420,2711,,19.0
28420,2115,,0.0
28420,790,12194,
28420,182,3386,
28423,2115,,0.0
28423,2699,,3.0
28423,2711,,18.0
28423,182,3386,
28423,790,12191,
28440,2699,,1.0
28440,2711,,16269.0
28440,2115,,0.0
28440,182,16281,
28440,790,18025,
28443,2699,,4.0
28443,2711,,16264.0
28443,2115,,0.0
28443,790,18025,
28443,182,16281,
28626,2711,,11396.0
28626,2115,,0.0
28626,2699,,0.0
28626,790,12189,
28626,182,11395,
28626,522,,0.05
28626,546,11546,
29127,182,16281,
29127,790,18025,
45503,2711,,45503.0
45503,2115,,0.0
45503,1980,,1.5
45503,1981,,600.0
45503,2727,,5000.0
45503,182,,3386.0
45503,2699,,1.0
45503,790,,46155.0
45506,2727,,5000.0
45506,2699,,1.0
45506,790,,46155.0
45506,2711,,45506.0
45506,2115,,0.0
45506,1980,,1.5
45506,1981,,600.0
